Users,Age,Screentime,SocialMediaHours,SleepHours,ExerciseMinutes,StudyWorkHours,ProductivityScore,StressLevel,Platform
403,45,3.52,3.47,8.48,0,5.16,67.6,Medium,Twitter
404,32,6.79,4.64,5.45,98,2.57,69.71,Low,Instagram
405,35,5.97,2.7,4.27,39,8.52,20.52,High,YouTube
406,40,7.38,7.88,7.15,108,8.38,97.12,Medium,Snapchat
407,37,10.65,2.69,4.47,6,1.36,11.45,Medium,Instagram
408,28,10.55,3.81,8.66,34,7.38,60.97,High,LinkedIn
409,34,5.96,1.27,5.21,51,2.38,15.49,Low,Twitter
410,27,1.17,2.45,6.99,33,6.49,87.85,High,Instagram
411,34,5.69,0.86,5.07,49,6.79,18.15,Low,LinkedIn
412,27,7.67,4.7,7.84,68,6.99,44.66,Medium,Twitter
413,24,7.14,6.13,8.38,28,2.08,9.6,High,Instagram
414,22,8.16,1.97,7.73,113,6.38,45.36,Low,Twitter
415,43,2.69,3.26,8.09,111,1.9,1.4,High,YouTube
416,29,8.11,0.62,3.61,90,7.71,44.9,Medium,Twitter
417,46,3.01,6.8,8.54,70,1.57,69.1,Low,Snapchat
418,34,9.26,6.35,6.75,0,7.82,19.1,Medium,Snapchat
419,31,4.73,0.97,8.22,72,8.95,55.75,High,Twitter
420,20,8.81,3.24,7.11,110,3.69,47.96,Medium,Instagram
421,27,1.53,7.66,4.21,57,8,34.16,High,LinkedIn
422,40,5.49,3.44,6.66,64,4.76,67.41,High,LinkedIn
423,36,8.76,4.45,3.55,90,8.18,99.52,Medium,Snapchat
424,38,3.5,3.16,7.17,16,7.18,93.84,Low,Snapchat
425,31,9.75,4.97,5.45,61,3.6,97.04,High,Instagram
426,29,7.94,7.84,3.91,95,2.74,3,High,YouTube
427,46,7.46,7.98,8.88,104,9.23,26.38,Low,Snapchat
428,20,4.89,6.31,8.41,118,8.55,92.35,Low,Snapchat
429,38,6.31,3.53,8.36,93,6.94,5.78,Low,Twitter
430,44,7.57,4.21,7.73,78,4.14,37.12,Medium,YouTube
431,26,6.2,3.18,7.15,41,5.59,65.57,Low,YouTube
432,33,8.68,7.89,6.93,27,6.02,98.32,High,Snapchat
433,27,5.77,5.81,3.64,115,1.77,28.3,High,Twitter
434,24,3.23,3.87,8.4,2,9.75,76.65,Medium,Instagram
435,25,3.35,0.59,8.29,91,1.83,66.38,Medium,LinkedIn
436,32,1.06,4.4,7.49,4,7.5,61.73,High,Snapchat
437,22,4.31,7.88,8.56,65,5.44,74.55,High,LinkedIn
438,28,9.24,4.42,6.32,53,7.84,26.14,High,LinkedIn
439,24,9.74,1.87,5.69,37,3.35,34.53,Medium,LinkedIn
440,42,3.23,0.67,8.81,79,4.56,56.49,High,Snapchat
441,17,11.55,3.16,5.78,43,5.73,44.46,High,Instagram
442,20,6.53,7.39,6.85,80,2.09,72.48,Medium,YouTube
443,44,11.09,7.97,5.24,75,8.67,80.26,High,Twitter
444,34,8.77,7.59,6.82,89,9.92,53.27,High,YouTube
445,23,8.95,5.97,7.32,56,4.76,40,Low,Twitter
446,16,1.94,4.69,6.75,112,4.39,91.27,High,YouTube
447,37,3.42,4.93,6.09,117,6.35,75.24,Low,Snapchat
448,32,1.1,4.54,4.8,70,7.2,67.65,Medium,Snapchat
449,22,8.88,5.8,6.86,23,8.82,6.67,Medium,LinkedIn
450,40,4.79,3.64,8.45,79,4.36,53.26,Low,Twitter
451,19,9.65,5.52,3.04,81,7.88,13.03,High,Instagram
452,21,4.73,1.41,3.8,58,3.16,66.39,Low,Snapchat
453,46,10.01,2.49,3.72,7,7.12,30.66,Medium,Twitter
454,34,2.44,6.77,8.54,90,5.2,74.11,High,Snapchat
455,42,2.91,7.28,6.98,89,6.96,78.04,High,Instagram
456,25,4.75,4.54,8.71,94,4.42,30.74,Medium,Twitter
457,41,5.49,0.74,6.5,81,3.65,97.65,Low,LinkedIn
458,34,4.84,7.45,5.77,1,5.37,52.15,Low,Twitter
459,18,9.4,5.77,7.75,40,9.06,22.57,Medium,Instagram
460,28,2.07,3.61,3.97,86,7.07,77.74,High,LinkedIn
461,43,4.86,4.99,5.29,55,6.5,76.31,Medium,Snapchat
462,35,10.21,3.72,5.8,47,7.48,41.98,High,LinkedIn
463,43,1.73,3.99,4.79,112,7.56,66.2,Low,Snapchat
464,23,11.37,7.15,5.23,105,3.65,3.15,Low,Instagram
465,16,11.85,1.71,3.47,21,3.09,29.83,Low,YouTube
466,18,1.97,1.28,4.19,96,5.58,88.27,Low,YouTube
467,28,4.2,0.52,5.01,116,2.33,23.98,Medium,Instagram
468,43,5.1,2.86,7.78,17,5.27,90.65,Low,Snapchat
469,40,9.54,1.61,4.09,78,7.24,58.41,Medium,LinkedIn
470,48,7.56,2.15,5.08,40,1.07,90.39,Medium,Snapchat
471,21,8.09,0.58,3.39,66,2,13.96,Medium,YouTube
472,47,9.33,2.2,6.34,47,9.66,46.93,High,LinkedIn
473,36,2.3,3,6.67,22,9.35,30.35,Low,Twitter
474,31,10.17,0.74,8.19,110,4.76,88.81,High,YouTube
475,36,8.76,5.06,7.91,1,6.31,34.81,High,Instagram
476,26,7.35,4.77,4.71,105,2.4,59.26,Medium,LinkedIn
477,34,10.79,1.23,3.82,3,3.98,82.94,Low,Snapchat
478,35,8.7,4.96,3.94,25,8.14,23.67,Medium,Twitter
479,33,3.22,7.99,8.81,18,8.7,5.53,Low,YouTube
480,29,5.73,7.58,7.04,48,4.65,49.92,High,LinkedIn
481,30,6.43,0.52,3.26,73,3.8,68.68,High,YouTube
482,46,1.61,6.47,3.82,85,7.14,72.21,Medium,Instagram
483,16,11.5,3.15,5.91,52,7.46,42.3,Low,YouTube
484,18,2.41,0.98,4.25,5,9.85,8.78,Medium,Snapchat
485,31,8.67,2.72,7.82,61,7.28,40.91,Medium,Snapchat
486,38,6.57,2.91,6.44,0,3.16,13.08,High,Instagram
487,26,1.28,4.42,6.68,106,1.54,8.15,Medium,Instagram
488,27,11.17,5.46,5.78,15,3.32,31.04,Medium,Twitter
489,25,10.37,6.12,4.54,119,3.04,77.94,Low,LinkedIn
490,47,6.77,2.34,6.54,51,1.84,77.07,Low,YouTube
491,31,3.52,2.91,7.3,6,5,61.2,Low,Instagram
492,23,2.34,2.81,5.23,87,3.59,82.8,Medium,LinkedIn
493,27,5,3.22,6.03,34,9.33,50.58,Low,Instagram
494,39,3.81,8,8.04,77,4.64,25.1,Medium,Instagram
495,43,6.57,6.33,3.89,67,8.89,57.43,Low,Twitter
496,23,11.63,7.81,6.27,104,3.76,92.4,Low,Snapchat
497,43,7.32,5.7,5.09,14,8.48,4.58,Low,LinkedIn
498,41,10.79,3.55,7.22,107,5.09,96.52,Medium,Twitter
499,23,8.16,3.42,3.11,56,1.29,74.69,High,Snapchat
500,43,6.23,4.16,7.02,111,5.38,68.94,High,Instagram
501,43,10.4,3.63,3.62,22,3.04,61.77,Medium,Twitter
502,42,6.19,6.71,3.39,82,3.77,26.52,Medium,Snapchat
503,32,10.55,3.99,7.35,77,7.16,88.69,High,Snapchat
504,24,4.21,2.72,6.84,90,5.77,97.17,Medium,Twitter
505,48,2.42,6.31,8.37,99,9,92.49,Low,YouTube
506,35,10.41,6.91,6.12,118,9.42,11.77,High,Twitter
507,28,7.46,3.65,6.18,101,7.22,73.91,Medium,Instagram
508,43,10.78,5.51,7.24,85,8.77,56.11,Medium,YouTube
509,44,11.32,0.94,4.94,10,2.76,79.05,High,Twitter
510,28,1.59,4.47,3.22,3,1.71,35.88,Medium,Snapchat
511,21,6.51,0.84,4.38,57,4,95.74,High,LinkedIn
512,33,5.12,0.72,4.43,95,3.93,31.95,Medium,Twitter
513,20,7.88,5.1,5.01,39,6.99,74.06,Medium,Snapchat
514,40,9.73,2.78,8.66,104,8.56,50.88,High,Twitter
515,17,4.09,6.07,7.83,57,3.67,62.07,High,Instagram
516,25,7.12,7.22,8.62,118,4.82,12.45,Low,Instagram
517,45,8.8,1.55,8.99,87,1.94,61.47,Medium,Snapchat
518,20,2.48,5.93,5.6,97,4.71,56.79,Medium,Snapchat
519,48,9.95,4.36,4.36,115,2.93,72.17,High,YouTube
520,16,7.67,1.34,6.36,66,4.44,29.48,Low,Instagram
521,33,11.44,5.39,8.29,37,3.4,83.4,High,LinkedIn
522,47,4.73,5.07,5.79,1,8.28,94.58,Medium,Instagram
523,26,2.19,4.37,6.03,86,1.04,88.32,High,Instagram
524,36,6.57,7.45,3.81,39,4.05,39.74,Medium,LinkedIn
525,41,1.94,4.41,5.52,83,9.72,76.46,Medium,Instagram
526,40,11.66,7.93,5.32,55,7.11,37.14,High,Twitter
527,37,1.43,4.32,5.11,71,7.95,86.45,Medium,Twitter
528,42,9.29,1.37,8.32,34,8.74,38.16,Medium,Instagram
529,28,6.78,4.03,3.36,48,4.26,19.42,Low,Instagram
530,48,5.05,1.87,8.83,106,1.59,49.42,Low,LinkedIn
531,49,1.72,4.98,3.05,66,4.7,14.37,Medium,Instagram
532,16,7.84,5.7,8.67,95,6.87,59.11,Medium,Snapchat
533,36,7.44,4.01,6.29,94,4.34,58.08,Medium,Twitter
534,21,4.09,1.23,7.21,43,5.03,49.59,Low,Instagram
535,43,11.01,4.01,4.12,109,8.43,60.77,Medium,Snapchat
536,32,4.35,1.11,6.93,30,1.33,97.56,Low,Instagram
537,20,5.95,5.62,8.29,64,4.01,38.94,Low,YouTube
538,46,6.98,6.43,3.84,75,5.4,42.85,Medium,Snapchat
539,20,2.1,7.72,3.76,17,3.69,28.13,Low,Twitter
540,18,11.25,1.62,4.82,87,5.01,19.26,Medium,Twitter
541,38,5.12,4.49,3.97,35,4.62,29.63,High,YouTube
542,25,1.89,4.76,3.66,61,9.32,22.05,High,Snapchat
543,25,5.26,7.42,7.07,28,5.44,43.81,High,Snapchat
544,34,7.6,5.2,4.28,88,5.29,24.1,High,LinkedIn
545,32,6.65,1.59,7,22,3.29,52.22,Medium,Instagram
546,36,8.64,3.77,8.17,2,1.42,29.34,High,Snapchat
547,29,1.61,5.41,6.91,29,3.7,43.04,Medium,LinkedIn
548,24,4.13,5.75,3.72,80,1.24,13.8,Medium,YouTube
549,16,10.01,6.97,6.44,44,8.44,17.23,Medium,YouTube
550,28,1.88,1.85,5.36,48,2.84,61.8,Medium,YouTube
551,19,10.41,7.64,5.06,93,9.2,56.97,Medium,LinkedIn
552,16,2.01,0.94,4.91,112,8.97,17.95,Low,Twitter
553,47,10.18,7.88,8.58,18,6.98,30.19,High,YouTube
554,49,4.97,6.93,7.46,63,8.76,22.93,Low,LinkedIn
555,43,7.73,5.45,3.8,4,8.9,79.95,Low,LinkedIn
556,46,2.68,6.01,5.86,103,7.99,37.12,High,Instagram
557,23,1.73,1.05,4.91,55,5.57,41.19,Medium,YouTube
558,41,3.38,0.81,8.87,33,9.55,66.82,Medium,Twitter
559,49,2.41,1.26,8.87,72,8.36,33.23,High,LinkedIn
560,18,4.44,1.16,4.92,102,2.14,38.4,High,Twitter
561,27,6.66,4.61,5.11,47,4.78,79.99,High,Twitter
562,16,7.48,2.12,6.6,107,5.86,79.66,Low,YouTube
563,20,9.69,6.95,5.88,25,5.76,60.85,Low,YouTube
564,45,8.22,3.84,4.28,116,4.42,56.34,High,Instagram
565,45,7.7,5.72,6.96,4,5.78,18.92,High,Twitter
566,32,5.53,5.4,5,87,1.84,47.85,High,Twitter
567,38,6.21,2.9,6.92,30,6.9,28.16,High,LinkedIn
568,30,5.56,2.32,5.3,23,5.48,73.25,Low,LinkedIn
569,36,10.26,3.07,7.2,84,8.09,63.17,High,LinkedIn
570,29,3.53,6.47,7.01,21,7.24,38.39,High,Twitter
571,17,1.06,4.9,6.05,101,2.01,53.97,High,Instagram
572,26,8.16,2.4,7.23,21,4.16,42.69,High,Snapchat
573,49,3.23,6.63,5.77,84,7.63,15.5,Medium,LinkedIn
574,49,10.79,0.91,3.7,56,4.03,78.3,Medium,Snapchat
575,33,10.45,5.74,4.09,29,6.1,89.93,High,Instagram
576,45,1.84,3.79,4.48,112,9.65,93.1,Low,Twitter
577,30,2.17,5.98,3.38,46,1.72,79.13,Medium,Snapchat
578,42,6.45,7.46,7.27,73,2.71,82.34,Low,YouTube
579,49,7.7,6.13,5.2,66,5.33,6.52,Medium,Twitter
580,48,4.02,3.81,3.56,38,7.65,78.41,Medium,YouTube
581,39,8.88,1.63,7.92,92,3.97,31.04,High,Instagram
582,30,7.54,6.55,7.1,88,2.06,14.64,High,Snapchat
583,45,4.57,3.96,5.71,65,3.84,52.67,High,Snapchat
584,32,1.28,1.06,4.48,76,6.8,57.47,Low,Instagram
585,20,9.25,5.89,3.91,90,8.13,49,Low,Instagram
586,44,3.36,2.69,5.75,28,9.79,65.63,Low,Twitter
587,19,10.18,0.87,8.31,13,7.85,71.71,High,Instagram
588,25,5.62,7.27,4.13,3,5.43,14.57,Medium,LinkedIn
589,32,7.35,4.12,6.41,71,3.63,62.08,Medium,YouTube
590,25,10.6,2.61,8.77,4,9.35,6.39,Medium,Instagram
591,32,10.5,5.87,6.82,43,5.81,45.43,High,LinkedIn
592,35,5.09,7.14,5.64,90,7.2,10.9,Medium,Snapchat
593,39,3.3,0.5,7.3,23,5.25,45.51,Medium,Instagram
594,20,9.53,5.66,7.95,107,3.18,18.37,Low,YouTube
595,49,5.76,6.25,6.54,106,5.92,73.71,Low,YouTube
596,21,3.11,2.07,8.23,97,8.56,90.06,High,Twitter
597,17,10.95,4.17,6.09,27,4.45,17.78,Medium,Snapchat
598,28,3.18,1.17,7.98,23,7.02,73.93,High,Snapchat
599,26,1.28,6.1,8.71,117,1.38,15.47,Low,YouTube
600,38,1.22,6.86,6.01,4,9.43,43.94,Medium,LinkedIn
601,31,7.85,1.31,6.63,12,9.73,62.93,Medium,YouTube
602,46,8.28,6.62,6.66,81,4.48,54.23,Low,Instagram
603,26,4.42,6.29,7.69,54,5.49,6.66,Medium,Twitter
604,31,4.52,3.1,7.94,80,2.45,36.9,High,Instagram
605,23,4.73,5.68,3.16,29,2.77,47.55,Medium,Snapchat
606,19,8.48,0.5,7.4,101,6.42,39.75,Low,Instagram
607,19,1.64,7.49,7.7,82,6.64,66.88,Low,Snapchat
608,40,11.22,4.63,7.2,85,4.07,88.93,High,Twitter
609,18,3.45,5.15,7.28,48,4.37,67.1,High,Snapchat
610,47,12,5.48,3.25,112,5.56,59.41,Low,Twitter
611,18,2.89,4.71,5.65,81,9.46,15.76,High,LinkedIn
612,42,9.49,6.93,7.91,89,2.35,35.54,Low,LinkedIn
613,44,3.46,5.07,8.6,14,5.96,55.28,High,Twitter
614,47,1.89,7.31,4.38,118,1.52,93.47,Low,YouTube
615,34,10.62,4.87,6.48,91,5.13,31.17,High,Twitter
616,36,10.45,1.78,7.83,29,4.57,34.46,High,Snapchat
617,20,5.44,7.35,7.51,27,2.48,59.37,High,LinkedIn
618,33,8.73,5.61,6.71,83,2.48,90.07,High,LinkedIn
619,43,7.13,5.74,3.11,3,5.05,54.78,Medium,Twitter
620,37,10.38,7.89,7.34,67,2.14,18.27,Low,YouTube
621,36,4.47,1.06,7.64,100,3.65,8.47,Low,Twitter
622,21,6.76,3.71,7.34,14,1.64,89.01,Medium,Snapchat
623,16,6.34,2.29,7.59,33,3.68,67.32,High,Snapchat
624,20,4.89,5.23,5.59,74,5.8,22.83,High,Instagram
625,27,10.81,6.55,8.96,86,7.69,72.73,Low,YouTube
626,41,2.82,7.75,7.62,98,8.47,72.24,Low,LinkedIn
627,49,2.64,3.91,6.47,42,4.04,77.44,Low,Snapchat
628,29,7.35,6.4,8.61,98,9.45,89.33,Medium,Snapchat
629,41,8.23,7.38,8.45,74,3.17,16.05,Low,YouTube
630,42,3.14,5.62,7.89,60,1.73,95.72,Medium,Twitter
631,24,5.3,2.32,6.38,62,9.33,99.85,Medium,Instagram
632,41,11.41,5.06,6.16,1,5.86,2.43,Low,Snapchat
633,37,3.71,7.77,4.97,117,4.16,10.04,Low,Instagram
634,45,8.35,7.91,4.51,51,9.08,43.96,Low,LinkedIn
635,32,9.14,5.32,6.07,51,7.98,4.41,High,Instagram
636,41,5.93,7.15,6.47,14,8.49,73.75,High,Snapchat
637,16,11.31,2,4.47,39,3.63,65.42,High,Twitter
638,23,9.1,2.35,8.54,27,8.86,77.81,Low,Snapchat
639,30,6.04,7.65,6.34,94,6.85,99.84,Medium,LinkedIn
640,37,7.26,1.51,6.16,95,7.64,93.41,Medium,Instagram
641,29,8.62,1.93,5.61,97,3.81,30.69,High,Twitter
642,41,7.51,3.65,3.35,54,3.21,40.25,Medium,Twitter
643,43,10.67,4.92,8.29,49,4.67,77.82,High,Instagram
644,38,4.93,5.03,4.9,21,6.18,39.43,Medium,Instagram
645,29,4.3,2.69,6.85,28,6.99,70.16,Low,Instagram
646,39,3.35,7.4,6.64,116,5.48,91.94,Low,LinkedIn
647,17,1.42,7.36,6.51,71,7.29,41.18,Medium,Twitter
648,41,1.47,3.44,6.15,85,7.37,56.49,High,Snapchat
649,29,10.57,3.76,4.09,11,6.99,84.3,Low,LinkedIn
650,22,8.46,5.77,4.68,86,3.26,48.29,Medium,Instagram
651,18,8.27,5.47,6.15,37,5.02,29.62,High,Instagram
652,38,7.76,3.37,7.74,119,7.89,26.56,Medium,Snapchat
653,33,10.34,3.61,5.59,1,8.98,8.12,High,Snapchat
654,30,6.28,3.11,4.22,11,5.51,33.71,Medium,Snapchat
655,40,10.57,2.27,3.53,54,9.88,68.9,Medium,YouTube
656,43,4.95,3.94,6.98,84,2.57,6.83,Low,LinkedIn
657,25,11.19,5.65,5.54,11,3.02,28.15,High,YouTube
658,32,8.69,6.06,3.75,108,5.15,12.05,Low,Snapchat
659,37,3.83,6.34,7.05,94,5.58,41.04,Low,Twitter
660,41,7.2,3.31,4.25,8,4.82,10.25,Low,LinkedIn
661,40,6.86,6.23,6.05,78,4.87,74.86,Medium,YouTube
662,32,2.52,0.55,4.84,31,5.39,92.87,Medium,Instagram
663,28,7.5,4.08,8.59,106,3.88,20.04,Low,LinkedIn
664,35,4.46,6.45,4.37,72,2.18,25.81,High,Twitter
665,40,1.58,5.23,5.52,87,9.6,16.86,Medium,Twitter
666,19,11.44,4.06,8.76,7,8.15,19.56,Low,Snapchat
667,25,8.06,5.33,4.91,115,8.33,31.85,Medium,Snapchat
668,18,10.65,7.3,6.87,27,4.28,28.84,Low,Instagram
669,33,8.44,4.75,4.9,55,4.63,39.13,Medium,Twitter
670,37,4.93,6.5,3.66,81,9.42,52.97,Low,Snapchat
671,49,6.64,7.86,6.77,106,9.76,73.03,High,YouTube
672,23,8.43,5.79,8.5,100,9.48,88.56,High,Snapchat
673,34,11.56,4.8,5.72,35,6.78,46.48,High,Instagram
674,21,3.79,0.78,6.76,116,3.18,90.99,High,Instagram
675,41,10.62,3.31,6.65,36,6.44,68.3,High,YouTube
676,49,11.16,4.74,5.49,31,6.3,73.16,Low,LinkedIn
677,21,8.37,6.48,6.69,84,9.17,52.7,Medium,Twitter
678,48,11.24,3.79,4.56,38,3.81,52.8,Low,Instagram
679,37,5.38,7.7,5.27,48,2.81,53.67,High,Twitter
680,36,11.48,2.54,5.65,92,3.39,49.71,Low,YouTube
681,21,8.73,6.08,8.18,17,3.19,46.43,Low,YouTube
682,21,1.46,3.64,5.09,22,6.84,77.68,Low,LinkedIn
683,19,10.98,4.14,6.81,32,8.31,39.38,Low,Instagram
684,45,6.33,6.52,4.28,111,4.31,21.47,High,YouTube
685,26,6.06,2.72,4.52,72,2.59,14.42,Low,Snapchat
686,45,7.23,1.23,6.89,107,4.09,88.08,Low,Twitter
687,46,2.64,4.4,7.57,50,5.92,86.43,Low,Twitter
688,39,6.16,4.47,5.77,42,6.98,25.12,High,Snapchat
689,24,10.14,6.48,5.01,101,5.95,12.7,Low,Twitter
690,18,1.17,7.76,8.46,3,3.31,96.09,Medium,Snapchat
691,46,4,0.91,3.81,79,9.26,48.72,High,Twitter
692,39,1.03,4.94,7.32,66,4.94,10.24,High,YouTube
693,46,5.57,5.61,7.14,71,5.13,22.32,Low,LinkedIn
694,21,9.01,7.89,7.14,79,9.71,70.67,High,Instagram
695,17,9.79,7.57,8.61,1,8.82,9.05,Medium,Instagram
696,35,11.4,5.84,7.37,44,8.26,43.87,Medium,Instagram
697,43,7.69,4.41,4.81,82,2.64,43.33,Medium,Instagram
698,26,3.8,1.71,5.12,87,8.54,68.88,High,Instagram
699,19,11.17,3.38,5.35,79,5.1,20.74,High,Snapchat
700,30,9.53,4.89,3.18,114,2.88,98.39,Medium,YouTube
701,21,7.32,5.94,8.48,39,9.92,16.37,High,LinkedIn
702,45,8.65,5.27,3.44,118,2.55,60.24,High,Instagram
703,17,11.17,5.86,7.2,1,9.3,33.48,High,Twitter
704,30,8.84,3.72,7.38,31,1,14.16,High,Twitter
705,26,5.05,5.96,8.06,0,4.94,54.35,High,LinkedIn
706,23,8.84,1.58,6.32,112,1.27,17.78,Low,Instagram
707,41,1.44,1.72,7.35,17,9.21,68.31,High,Instagram
708,20,5.25,1.72,4.82,102,2.13,4.21,Low,YouTube
709,21,5.47,7.18,7.47,63,7.06,51.53,Low,Twitter
710,41,2.84,1.07,5.06,31,6.68,22.68,Medium,Twitter
711,19,1.25,6.51,8.42,8,8.01,95.05,High,Snapchat
712,34,2.47,2.25,3.98,54,7.72,71.34,High,Twitter
713,35,8.2,4.01,4.89,66,1.29,75.77,Low,Instagram
714,48,9.83,7.37,5.99,119,4.5,70.83,Low,Instagram
715,35,11.87,4.89,7.66,23,3.9,66.92,Medium,Twitter
716,27,4.81,2.08,7.49,10,9.76,14.67,Low,Snapchat
717,16,7.59,2.63,4.26,27,7.97,99.75,Low,LinkedIn
718,41,11.31,7.4,3.87,15,7.37,66.08,High,Twitter
719,29,2.84,3.7,4.82,92,4.98,89.84,High,LinkedIn
720,26,8.89,4.9,5.9,104,9.02,50.88,Low,Twitter
721,28,9.3,3.95,6.23,11,1.15,29.31,Medium,LinkedIn
722,18,1.98,3.34,5.57,109,3.06,44.29,Medium,Instagram
723,48,10.47,2.17,6.98,67,7.26,40.52,High,Instagram
724,21,9.94,5.65,5.57,89,5.58,2.58,Medium,LinkedIn
725,25,1.37,5.89,8.68,3,5.8,67.82,Low,YouTube
726,20,2,2.56,4.57,74,4.75,74.03,High,Instagram
727,38,1.54,6.42,6.76,65,2.5,5.05,High,Snapchat
728,25,4.68,6.91,6.67,30,2.5,25.35,Low,Snapchat
729,17,6.6,7.41,4.69,55,3.65,66.78,High,LinkedIn
730,28,6.86,1.71,5.47,49,5.21,32.87,High,YouTube
731,17,3.94,2.78,5.19,66,8.42,93.45,Medium,Snapchat
732,35,11.03,6.95,4.03,88,5.02,12.15,High,Instagram
733,16,5.05,1.99,5.86,97,9.08,92.88,Medium,Twitter
734,24,1.5,0.53,5.32,0,2.08,91.48,Medium,Twitter
735,32,4.3,7.03,4.07,68,3.45,95.62,High,Instagram
736,24,6.84,2.95,5.7,38,1.63,8.65,High,YouTube
737,26,5.49,3.61,5.53,51,5.59,27.97,Low,LinkedIn
738,30,4.01,3.85,3.79,94,1.81,25.88,High,Instagram
739,39,2.44,6.86,3.79,35,8.16,88.64,High,Twitter
740,45,10.01,3.03,6.89,66,1.36,80.91,High,LinkedIn
741,46,11.96,7.19,7.24,101,5.28,16.73,High,YouTube
742,20,4.62,5.13,8.65,11,4.79,15.01,Low,Snapchat
743,29,5.2,4.45,3.52,60,2.82,47.94,High,Twitter
744,26,7.8,2.94,3.71,79,6.28,18.16,High,YouTube
745,24,8.9,2.33,3.31,71,4.47,48.11,High,Instagram
746,49,5.31,5.18,6.19,10,2.78,84.62,Medium,YouTube
747,27,10.95,3.85,6.74,108,8.44,50.49,Low,YouTube
748,16,7.16,7.33,5.42,13,6.95,72.72,Medium,LinkedIn
749,37,5.95,4.19,7.79,90,1.11,25.76,High,Twitter
750,44,8.11,4.34,7.12,81,5.52,27.31,High,Twitter
751,23,11.48,3.63,8.92,53,3.44,59.78,Low,YouTube
752,26,9.74,6.42,3.83,7,9.24,85.39,Medium,Instagram
753,29,1.44,3.69,3.35,32,7.53,53.58,Medium,YouTube
754,45,4.66,2.52,4.65,3,6.5,20.63,High,Instagram
755,36,6.18,6.97,3.11,112,1.8,22.57,Medium,LinkedIn
756,20,4.46,4.98,8.6,29,9.38,62.08,Medium,Twitter
757,34,8.7,4.94,4.82,83,2.3,11.24,High,Twitter
758,29,10.09,5.08,6.31,93,5.06,7.48,High,Twitter
759,41,9.04,5.89,4.91,90,7.13,11.18,Medium,Twitter
760,19,11.88,2.85,4.47,88,5.45,39.84,High,LinkedIn
761,40,4,0.75,3.91,53,8.94,36.08,Low,YouTube
762,40,10.62,6.58,4.92,5,8.52,1.21,High,Twitter
763,33,9.43,1.47,6.69,4,2.22,17.01,Medium,Snapchat
764,23,4.98,5.91,8.83,77,6.56,35.4,Medium,Instagram
765,29,9.08,1.12,6.35,50,1.47,43.57,High,Instagram
766,47,2.14,3.31,6.2,13,7.49,40.83,Low,Twitter
767,48,9.68,0.97,3.21,33,7.62,32.64,High,Instagram
768,38,6.86,4.42,8.04,40,4.1,81.38,Low,Instagram
769,30,4.22,5.4,3.27,88,8.08,42.19,Low,LinkedIn
770,48,8.21,1.79,8.44,38,6.87,64.8,Low,Instagram
771,40,8.06,3.29,6.23,17,5.54,83.42,Low,LinkedIn
772,32,3.3,7.48,4.01,19,5.1,85.52,Low,Instagram
773,48,1.33,3.82,5.71,106,1.98,85.84,Low,LinkedIn
774,17,5.77,6.52,8.97,7,5.78,49.97,Medium,Instagram
775,29,7.26,7.45,4.83,25,2.4,66.47,Low,Snapchat
776,21,10.64,7.81,4.62,117,6.9,32.15,Low,YouTube
777,21,11.21,7.24,3.71,84,6.35,86.32,Medium,LinkedIn
778,18,6.82,2.88,6.58,26,3.61,22.12,Low,Snapchat
779,22,9.29,7.72,3.54,31,3.22,78.98,Medium,YouTube
780,23,5.83,6.59,7.6,41,5.28,47.51,Low,YouTube
781,30,9.21,6.78,8.52,49,5.61,30.58,Medium,Snapchat
782,44,3.25,0.61,8.59,80,8.18,38.59,High,Twitter
783,48,5.08,7.66,3.65,48,3.74,59.24,Medium,Twitter
784,45,7.98,6.34,6.35,64,4.63,93.07,High,LinkedIn
785,42,1.2,6.26,3.58,62,4.09,10.66,Medium,Twitter
786,44,8.95,1.11,6.43,26,4.55,92.03,High,LinkedIn
787,48,10.19,2.24,7.89,117,6.1,81.76,High,Snapchat
788,42,5.39,7.72,6.23,99,6.02,59.15,Medium,Twitter
789,48,5.93,4.26,8.23,74,4.25,13.9,Low,Twitter
790,19,10.36,3.48,7.81,104,6.42,81.43,High,Instagram
791,37,9.53,6.8,4.66,104,6.54,69.37,Medium,Instagram
792,17,4.17,1.16,6.78,34,5.74,50.23,High,YouTube
793,25,4.56,3.63,3.04,37,5.07,88.7,Medium,Instagram
794,20,8.47,3.32,5.38,37,1.7,66.78,High,Snapchat
795,25,7.2,3.12,4.43,41,5.87,29.57,Medium,LinkedIn
796,48,2.78,2.81,8.62,41,7.41,5.32,Low,LinkedIn
797,28,4.41,2.08,5.43,48,2.94,76.17,High,Instagram
798,46,10.9,1.8,6.92,110,8,26.29,Low,Instagram
799,39,8.57,5.3,7.39,56,6.28,28.77,Medium,LinkedIn
800,30,11.85,7.4,7.64,99,3.14,45.52,Low,YouTube
801,44,9.44,4.32,7.41,53,2.47,75.25,Low,Twitter
802,23,11.36,2.73,4.73,9,3.21,92.51,Medium,YouTube
803,20,3.38,1.69,7.12,59,7.83,22.41,Medium,Snapchat
804,44,9.49,6.73,6.29,39,3.25,88.32,Low,Snapchat
805,19,1.22,7.79,6.58,0,7.15,60.83,Medium,Twitter
806,27,8.38,3.12,3,119,5.91,85.7,Medium,Twitter
